ax(g),ay(g),az(g),wx(deg/s),wy(deg/s),wz(deg/s),id
-0.0068,0.9941,-0.0005,4.0894,2.4414,-1.5869,36
-0.0068,0.9941,-0.0005,4.0894,2.4414,-1.5869,36
-0.0068,0.9941,-0.0005,4.0894,2.4414,-1.5869,36
-0.002,0.9956,-0.0034,4.0894,2.0142,-1.5259,36
-0.002,0.9956,-0.0034,4.0894,2.0142,-1.5259,36
-0.002,0.9956,-0.0034,4.0894,2.0142,-1.5259,36
-0.002,0.9956,-0.0034,4.0894,2.0142,-1.5259,36
-0.001,0.9912,-0.0054,3.9673,2.0752,-1.2207,36
-0.001,0.9912,-0.0054,3.9673,2.0752,-1.2207,36
-0.001,0.9912,-0.0054,3.9673,2.0752,-1.2207,36
-0.001,0.9912,-0.0054,3.9673,2.0752,-1.2207,36
-0.0063,0.9917,-0.0039,3.9673,2.3804,-1.2817,36
-0.0063,0.9917,-0.0039,3.9673,2.3804,-1.2817,36
-0.0063,0.9917,-0.0039,3.9673,2.3804,-1.2817,36
-0.0063,0.9917,-0.0039,3.9673,2.3804,-1.2817,36
-0.0112,0.9976,-0.0054,4.3945,2.6855,-1.0986,36
-0.0112,0.9976,-0.0054,4.3945,2.6855,-1.0986,36
-0.0112,0.9976,-0.0054,4.3945,2.6855,-1.0986,36
-0.0112,0.9976,-0.0054,4.3945,2.6855,-1.0986,36
-0.0073,0.9961,-0.0112,3.54,2.2583,-1.1597,36
-0.0073,0.9961,-0.0112,3.54,2.2583,-1.1597,36
-0.0073,0.9961,-0.0112,3.54,2.2583,-1.1597,36
-0.0073,0.9961,-0.0112,3.54,2.2583,-1.1597,36
-0.0073,0.9961,-0.0112,3.54,2.2583,-1.1597,36
-0.0078,0.9961,-0.0137,3.7231,2.5635,-0.9766,36
-0.0078,0.9961,-0.0137,3.7231,2.5635,-0.9766,36
-0.0078,0.9961,-0.0137,3.7231,2.5635,-0.9766,36
-0.0078,0.9961,-0.0137,3.7231,2.5635,-0.9766,36
-0.0059,0.9971,-0.0176,2.5635,2.3804,-0.7935,36
-0.0059,0.9971,-0.0176,2.5635,2.3804,-0.7935,36
-0.0059,0.9971,-0.0176,2.5635,2.3804,-0.7935,36
-0.0059,0.9971,-0.0176,2.5635,2.3804,-0.7935,36
-0.0107,0.9951,-0.0093,3.1738,2.0752,-0.9766,36
-0.0107,0.9951,-0.0093,3.1738,2.0752,-0.9766,36
-0.0107,0.9951,-0.0093,3.1738,2.0752,-0.9766,36
-0.0107,0.9951,-0.0093,3.1738,2.0752,-0.9766,36
-0.0151,0.9966,-0.0122,3.54,2.3804,-0.9155,36
-0.0151,0.9966,-0.0122,3.54,2.3804,-0.9155,36
-0.0151,0.9966,-0.0122,3.54,2.3804,-0.9155,36
-0.0151,0.9966,-0.0122,3.54,2.3804,-0.9155,36
-0.0161,0.9976,-0.0132,4.2114,2.5635,-0.7324,36
-0.0161,0.9976,-0.0132,4.2114,2.5635,-0.7324,36
-0.0161,0.9976,-0.0132,4.2114,2.5635,-0.7324,36
-0.0161,0.9976,-0.0132,4.2114,2.5635,-0.7324,36
-0.0112,0.9961,-0.0122,3.54,2.3804,-0.4883,36
-0.0112,0.9961,-0.0122,3.54,2.3804,-0.4883,36
-0.0112,0.9961,-0.0122,3.54,2.3804,-0.4883,36
-0.0112,0.9961,-0.0122,3.54,2.3804,-0.4883,36
-0.0063,0.9956,-0.0117,3.6011,1.5869,-0.3662,36
-0.0063,0.9956,-0.0117,3.6011,1.5869,-0.3662,36
-0.0063,0.9956,-0.0117,3.6011,1.5869,-0.3662,36
-0.0063,0.9956,-0.0117,3.6011,1.5869,-0.3662,36
-0.0068,0.9932,-0.0166,2.9907,1.2817,-0.1221,36
-0.0068,0.9932,-0.0166,2.9907,1.2817,-0.1221,36
-0.0068,0.9932,-0.0166,2.9907,1.2817,-0.1221,36
-0.0068,0.9932,-0.0166,2.9907,1.2817,-0.1221,36
-0.0112,0.9941,-0.019,3.6011,2.0752,-0.4272,36
-0.0112,0.9941,-0.019,3.6011,2.0752,-0.4272,36
-0.0112,0.9941,-0.019,3.6011,2.0752,-0.4272,36
-0.0112,0.9941,-0.019,3.6011,2.0752,-0.4272,36
-0.0127,0.9951,-0.0229,3.9673,2.1973,-0.6714,36
-0.0127,0.9951,-0.0229,3.9673,2.1973,-0.6714,36
-0.0127,0.9951,-0.0229,3.9673,2.1973,-0.6714,36
-0.0127,0.9951,-0.0229,3.9673,2.1973,-0.6714,36
-0.0132,0.9961,-0.0229,4.6997,2.8076,-1.0986,36
-0.0132,0.9961,-0.0229,4.6997,2.8076,-1.0986,36
-0.0132,0.9961,-0.0229,4.6997,2.8076,-1.0986,36
-0.0132,0.9961,-0.0229,4.6997,2.8076,-1.0986,36
-0.0142,1.0015,-0.0244,5.6763,2.3804,-1.9531,36
-0.0142,1.0015,-0.0244,5.6763,2.3804,-1.9531,36
-0.0142,1.0015,-0.0244,5.6763,2.3804,-1.9531,36
-0.0142,1.0015,-0.0244,5.6763,2.3804,-1.9531,36
-0.0146,1.0073,-0.0298,5.4932,2.3193,-2.5635,36
-0.0146,1.0073,-0.0298,5.4932,2.3193,-2.5635,36
-0.0146,1.0073,-0.0298,5.4932,2.3193,-2.5635,36
-0.0146,1.0073,-0.0298,5.4932,2.3193,-2.5635,36
-0.019,1.0083,-0.0342,5.7373,2.3804,-2.6855,36
-0.019,1.0083,-0.0342,5.7373,2.3804,-2.6855,36
-0.019,1.0083,-0.0342,5.7373,2.3804,-2.6855,36
-0.019,1.0083,-0.0342,5.7373,2.3804,-2.6855,36
-0.0234,1.0,-0.042,5.5542,2.3193,-2.2583,36
-0.0234,1.0,-0.042,5.5542,2.3193,-2.2583,36
-0.0234,1.0,-0.042,5.5542,2.3193,-2.2583,36
-0.0234,1.0,-0.042,5.5542,2.3193,-2.2583,36
-0.0283,1.0063,-0.0356,7.0801,3.0518,-2.0142,36
-0.0283,1.0063,-0.0356,7.0801,3.0518,-2.0142,36
-0.0283,1.0063,-0.0356,7.0801,3.0518,-2.0142,36
-0.0283,1.0063,-0.0356,7.0801,3.0518,-2.0142,36
-0.0288,1.0229,-0.0425,6.3477,3.2959,-2.1973,36
-0.0288,1.0229,-0.0425,6.3477,3.2959,-2.1973,36
-0.0288,1.0229,-0.0425,6.3477,3.2959,-2.1973,36
-0.0288,1.0229,-0.0425,6.3477,3.2959,-2.1973,36
-0.0278,1.0215,-0.0508,5.7983,3.54,-2.1973,36
-0.0278,1.0215,-0.0508,5.7983,3.54,-2.1973,36
-0.0278,1.0215,-0.0508,5.7983,3.54,-2.1973,36
-0.0278,1.0215,-0.0508,5.7983,3.54,-2.1973,36
-0.0293,1.0195,-0.0518,4.6997,3.0518,-2.2583,36
-0.0293,1.0195,-0.0518,4.6997,3.0518,-2.2583,36
-0.0293,1.0195,-0.0518,4.6997,3.0518,-2.2583,36
-0.0293,1.0195,-0.0518,4.6997,3.0518,-2.2583,36
-0.0332,1.0195,-0.0522,4.3945,3.1128,-2.4414,36
-0.0332,1.0195,-0.0522,4.3945,3.1128,-2.4414,36
-0.0332,1.0195,-0.0522,4.3945,3.1128,-2.4414,36
-0.0332,1.0195,-0.0522,4.3945,3.1128,-2.4414,36
-0.0391,1.0225,-0.0571,5.0049,3.54,-2.6855,36
-0.0391,1.0225,-0.0571,5.0049,3.54,-2.6855,36
-0.0391,1.0225,-0.0571,5.0049,3.54,-2.6855,36
-0.0391,1.0225,-0.0571,5.0049,3.54,-2.6855,36
-0.041,1.0225,-0.0605,3.9673,3.9063,-2.4414,36
-0.041,1.0225,-0.0605,3.9673,3.9063,-2.4414,36
-0.041,1.0225,-0.0605,3.9673,3.9063,-2.4414,36
-0.041,1.0225,-0.0605,3.9673,3.9063,-2.4414,36
-0.0278,1.022,-0.0605,3.54,3.1128,-2.1362,36
-0.0278,1.022,-0.0605,3.54,3.1128,-2.1362,36
-0.0278,1.022,-0.0605,3.54,3.1128,-2.1362,36
-0.0278,1.022,-0.0605,3.54,3.1128,-2.1362,36
-0.0156,1.0195,-0.0645,2.6245,2.2583,-1.8311,36
-0.0156,1.0195,-0.0645,2.6245,2.2583,-1.8311,36
-0.0156,1.0195,-0.0645,2.6245,2.2583,-1.8311,36
-0.0156,1.0195,-0.0645,2.6245,2.2583,-1.8311,36
-0.0146,1.0186,-0.0601,1.4038,3.0518,-1.9531,36
-0.0146,1.0186,-0.0601,1.4038,3.0518,-1.9531,36
-0.0146,1.0186,-0.0601,1.4038,3.0518,-1.9531,36
-0.0146,1.0186,-0.0601,1.4038,3.0518,-1.9531,36
-0.0249,1.0137,-0.0552,0.9766,3.9063,-2.1362,36
-0.0249,1.0137,-0.0552,0.9766,3.9063,-2.1362,36
-0.0249,1.0137,-0.0552,0.9766,3.9063,-2.1362,36
-0.0249,1.0137,-0.0552,0.9766,3.9063,-2.1362,36
-0.0249,1.0137,-0.0552,0.9766,3.9063,-2.1362,36
-0.0332,1.0049,-0.0532,0.7935,4.3335,-2.2583,36
-0.0332,1.0049,-0.0532,0.7935,4.3335,-2.2583,36
-0.0332,1.0049,-0.0532,0.7935,4.3335,-2.2583,36
-0.0332,1.0049,-0.0532,0.7935,4.3335,-2.2583,36
-0.0415,0.999,-0.0508,0.5493,3.6011,-1.8921,36
-0.0415,0.999,-0.0508,0.5493,3.6011,-1.8921,36
-0.0415,0.999,-0.0508,0.5493,3.6011,-1.8921,36
-0.0415,0.999,-0.0508,0.5493,3.6011,-1.8921,36
-0.0498,1.0024,-0.0518,-0.6714,3.418,-1.6479,36
-0.0498,1.0024,-0.0518,-0.6714,3.418,-1.6479,36
-0.0498,1.0024,-0.0518,-0.6714,3.418,-1.6479,36
-0.0498,1.0024,-0.0518,-0.6714,3.418,-1.6479,36
-0.0474,1.0015,-0.0562,-0.9766,2.6855,-1.8311,36
-0.0474,1.0015,-0.0562,-0.9766,2.6855,-1.8311,36
-0.0474,1.0015,-0.0562,-0.9766,2.6855,-1.8311,36
-0.0474,1.0015,-0.0562,-0.9766,2.6855,-1.8311,36
-0.0396,0.9971,-0.0493,-0.1221,2.2583,-2.0752,36
-0.0396,0.9971,-0.0493,-0.1221,2.2583,-2.0752,36
-0.0396,0.9971,-0.0493,-0.1221,2.2583,-2.0752,36
-0.0396,0.9971,-0.0493,-0.1221,2.2583,-2.0752,36
-0.0376,1.002,-0.0483,0.4883,1.6479,-2.4414,36
-0.0376,1.002,-0.0483,0.4883,1.6479,-2.4414,36
-0.0376,1.002,-0.0483,0.4883,1.6479,-2.4414,36
-0.0376,1.002,-0.0483,0.4883,1.6479,-2.4414,36
-0.0317,0.9971,-0.0459,-0.1221,1.2817,-2.4414,36
-0.0317,0.9971,-0.0459,-0.1221,1.2817,-2.4414,36
-0.0317,0.9971,-0.0459,-0.1221,1.2817,-2.4414,36
-0.0317,0.9971,-0.0459,-0.1221,1.2817,-2.4414,36
-0.0347,0.9961,-0.0479,-0.061,2.0142,-2.1973,36
-0.0347,0.9961,-0.0479,-0.061,2.0142,-2.1973,36
-0.0347,0.9961,-0.0479,-0.061,2.0142,-2.1973,36
-0.0347,0.9961,-0.0479,-0.061,2.0142,-2.1973,36
-0.0317,0.9863,-0.0542,-0.9766,2.6245,-1.8311,36
-0.0317,0.9863,-0.0542,-0.9766,2.6245,-1.8311,36
-0.0317,0.9863,-0.0542,-0.9766,2.6245,-1.8311,36
-0.0317,0.9863,-0.0542,-0.9766,2.6245,-1.8311,36
-0.0317,0.981,-0.0449,-0.5493,2.1973,-1.5259,36
-0.0317,0.981,-0.0449,-0.5493,2.1973,-1.5259,36
-0.0317,0.981,-0.0449,-0.5493,2.1973,-1.5259,36
-0.0317,0.981,-0.0449,-0.5493,2.1973,-1.5259,36
-0.0269,0.9785,-0.0469,-0.3052,2.2583,-1.0376,36
-0.0269,0.9785,-0.0469,-0.3052,2.2583,-1.0376,36
-0.0269,0.9785,-0.0469,-0.3052,2.2583,-1.0376,36
-0.0269,0.9785,-0.0469,-0.3052,2.2583,-1.0376,36
-0.0239,0.9771,-0.0488,0.0,2.8687,-0.8545,36
-0.0239,0.9771,-0.0488,0.0,2.8687,-0.8545,36
-0.0239,0.9771,-0.0488,0.0,2.8687,-0.8545,36
-0.0239,0.9771,-0.0488,0.0,2.8687,-0.8545,36
-0.0293,0.9746,-0.0454,0.3052,2.1362,-0.7935,36
-0.0293,0.9746,-0.0454,0.3052,2.1362,-0.7935,36
-0.0293,0.9746,-0.0454,0.3052,2.1362,-0.7935,36
-0.0293,0.9746,-0.0454,0.3052,2.1362,-0.7935,36
-0.0308,0.9756,-0.0469,0.061,1.6479,-0.6104,36
-0.0308,0.9756,-0.0469,0.061,1.6479,-0.6104,36
-0.0308,0.9756,-0.0469,0.061,1.6479,-0.6104,36
-0.0308,0.9756,-0.0469,0.061,1.6479,-0.6104,36
-0.0288,0.9863,-0.0386,0.2441,1.1597,-0.5493,36
-0.0288,0.9863,-0.0386,0.2441,1.1597,-0.5493,36
-0.0288,0.9863,-0.0386,0.2441,1.1597,-0.5493,36
-0.0288,0.9863,-0.0386,0.2441,1.1597,-0.5493,36
-0.0259,0.9951,-0.041,0.7935,0.6104,-0.7935,36
-0.0259,0.9951,-0.041,0.7935,0.6104,-0.7935,36
-0.0259,0.9951,-0.041,0.7935,0.6104,-0.7935,36
-0.0259,0.9951,-0.041,0.7935,0.6104,-0.7935,36
-0.0239,0.9976,-0.0479,1.0986,0.7935,-1.2207,36
-0.0239,0.9976,-0.0479,1.0986,0.7935,-1.2207,36
-0.0239,0.9976,-0.0479,1.0986,0.7935,-1.2207,36
-0.0239,0.9976,-0.0479,1.0986,0.7935,-1.2207,36
-0.0205,1.0044,-0.0566,1.709,0.1831,-1.5259,36
-0.0205,1.0044,-0.0566,1.709,0.1831,-1.5259,36
-0.0205,1.0044,-0.0566,1.709,0.1831,-1.5259,36
-0.0205,1.0044,-0.0566,1.709,0.1831,-1.5259,36
-0.0186,1.0112,-0.0601,1.9531,-0.1831,-1.8311,36
-0.0186,1.0112,-0.0601,1.9531,-0.1831,-1.8311,36
-0.0186,1.0112,-0.0601,1.9531,-0.1831,-1.8311,36
-0.0186,1.0112,-0.0601,1.9531,-0.1831,-1.8311,36
-0.0205,1.0127,-0.0645,1.8921,-0.1831,-1.9531,36
-0.0205,1.0127,-0.0645,1.8921,-0.1831,-1.9531,36
-0.0205,1.0127,-0.0645,1.8921,-0.1831,-1.9531,36
-0.0205,1.0127,-0.0645,1.8921,-0.1831,-1.9531,36
-0.0293,1.0117,-0.0693,0.3662,0.3662,-1.709,36
-0.0293,1.0117,-0.0693,0.3662,0.3662,-1.709,36
-0.0293,1.0117,-0.0693,0.3662,0.3662,-1.709,36
-0.0293,1.0117,-0.0693,0.3662,0.3662,-1.709,36
-0.0386,1.0103,-0.0737,-1.5259,0.9155,-2.0752,36
-0.0386,1.0103,-0.0737,-1.5259,0.9155,-2.0752,36
-0.0386,1.0103,-0.0737,-1.5259,0.9155,-2.0752,36
-0.0386,1.0103,-0.0737,-1.5259,0.9155,-2.0752,36
-0.043,1.0098,-0.0674,-1.0376,1.2207,-2.3193,36
-0.043,1.0098,-0.0674,-1.0376,1.2207,-2.3193,36
-0.043,1.0098,-0.0674,-1.0376,1.2207,-2.3193,36
-0.043,1.0098,-0.0674,-1.0376,1.2207,-2.3193,36
-0.0425,1.002,-0.0752,-1.4648,1.0986,-2.0752,36
-0.0425,1.002,-0.0752,-1.4648,1.0986,-2.0752,36
-0.0425,1.002,-0.0752,-1.4648,1.0986,-2.0752,36
-0.0425,1.002,-0.0752,-1.4648,1.0986,-2.0752,36
-0.0435,0.9897,-0.0698,-1.6479,1.4648,-1.77,36
-0.0435,0.9897,-0.0698,-1.6479,1.4648,-1.77,36
-0.0435,0.9897,-0.0698,-1.6479,1.4648,-1.77,36
-0.0435,0.9897,-0.0698,-1.6479,1.4648,-1.77,36
-0.0542,0.9819,-0.0703,-1.4038,1.2817,-1.77,36
-0.0542,0.9819,-0.0703,-1.4038,1.2817,-1.77,36
-0.0542,0.9819,-0.0703,-1.4038,1.2817,-1.77,36
-0.0542,0.9819,-0.0703,-1.4038,1.2817,-1.77,36
-0.0542,0.9819,-0.0703,-1.4038,1.2817,-1.77,36
-0.0635,0.9814,-0.0708,-1.8921,0.1221,-1.8311,36
-0.0635,0.9814,-0.0708,-1.8921,0.1221,-1.8311,36
-0.0635,0.9814,-0.0708,-1.8921,0.1221,-1.8311,36
-0.0635,0.9814,-0.0708,-1.8921,0.1221,-1.8311,36
-0.0654,0.9819,-0.0693,-2.3193,-1.709,-2.0142,36
-0.0654,0.9819,-0.0693,-2.3193,-1.709,-2.0142,36
-0.0654,0.9819,-0.0693,-2.3193,-1.709,-2.0142,36
-0.0654,0.9819,-0.0693,-2.3193,-1.709,-2.0142,36
-0.0669,0.9888,-0.0649,-2.2583,-1.0986,-2.9297,36
-0.0669,0.9888,-0.0649,-2.2583,-1.0986,-2.9297,36
-0.0669,0.9888,-0.0649,-2.2583,-1.0986,-2.9297,36
-0.0669,0.9888,-0.0649,-2.2583,-1.0986,-2.9297,36
-0.062,0.9912,-0.0625,-1.3428,-0.7324,-3.54,36
-0.062,0.9912,-0.0625,-1.3428,-0.7324,-3.54,36
-0.062,0.9912,-0.0625,-1.3428,-0.7324,-3.54,36
-0.062,0.9912,-0.0625,-1.3428,-0.7324,-3.54,36
-0.0586,0.9917,-0.0601,-0.4883,-0.6104,-3.6011,36
-0.0586,0.9917,-0.0601,-0.4883,-0.6104,-3.6011,36
-0.0586,0.9917,-0.0601,-0.4883,-0.6104,-3.6011,36
-0.0586,0.9917,-0.0601,-0.4883,-0.6104,-3.6011,36
-0.0571,0.9868,-0.0669,-0.2441,-0.3662,-3.2349,36
-0.0571,0.9868,-0.0669,-0.2441,-0.3662,-3.2349,36
-0.0571,0.9868,-0.0669,-0.2441,-0.3662,-3.2349,36
-0.0571,0.9868,-0.0669,-0.2441,-0.3662,-3.2349,36
-0.0542,0.981,-0.0586,-0.9766,-0.3052,-2.4414,36
-0.0542,0.981,-0.0586,-0.9766,-0.3052,-2.4414,36
-0.0542,0.981,-0.0586,-0.9766,-0.3052,-2.4414,36
-0.0542,0.981,-0.0586,-0.9766,-0.3052,-2.4414,36
-0.0518,0.9829,-0.0488,-0.3662,-0.1221,-2.0142,36
-0.0518,0.9829,-0.0488,-0.3662,-0.1221,-2.0142,36
-0.0518,0.9829,-0.0488,-0.3662,-0.1221,-2.0142,36
-0.0518,0.9829,-0.0488,-0.3662,-0.1221,-2.0142,36
-0.0391,0.9761,-0.062,0.4272,-0.5493,-1.8311,36
-0.0391,0.9761,-0.062,0.4272,-0.5493,-1.8311,36
-0.0391,0.9761,-0.062,0.4272,-0.5493,-1.8311,36
-0.0391,0.9761,-0.062,0.4272,-0.5493,-1.8311,36
-0.0317,0.9604,-0.0605,0.5493,-0.7324,-2.2583,36
-0.0317,0.9604,-0.0605,0.5493,-0.7324,-2.2583,36
-0.0317,0.9604,-0.0605,0.5493,-0.7324,-2.2583,36
-0.0317,0.9604,-0.0605,0.5493,-0.7324,-2.2583,36
-0.0444,0.9624,-0.0571,0.3052,0.6104,-3.3569,36
-0.0444,0.9624,-0.0571,0.3052,0.6104,-3.3569,36
-0.0444,0.9624,-0.0571,0.3052,0.6104,-3.3569,36
-0.0444,0.9624,-0.0571,0.3052,0.6104,-3.3569,36
-0.0601,0.9604,-0.0483,-0.2441,0.9155,-3.54,36
-0.0601,0.9604,-0.0483,-0.2441,0.9155,-3.54,36
-0.0601,0.9604,-0.0483,-0.2441,0.9155,-3.54,36
-0.0601,0.9604,-0.0483,-0.2441,0.9155,-3.54,36
-0.0669,0.9683,-0.0449,0.0,0.7935,-3.0518,36
-0.0669,0.9683,-0.0449,0.0,0.7935,-3.0518,36
-0.0669,0.9683,-0.0449,0.0,0.7935,-3.0518,36
-0.0669,0.9683,-0.0449,0.0,0.7935,-3.0518,36
-0.0596,0.9751,-0.0552,-0.1221,-0.2441,-2.3804,36
-0.0596,0.9751,-0.0552,-0.1221,-0.2441,-2.3804,36
-0.0596,0.9751,-0.0552,-0.1221,-0.2441,-2.3804,36
-0.0596,0.9751,-0.0552,-0.1221,-0.2441,-2.3804,36
-0.064,0.9707,-0.0464,-1.5259,-1.4038,-1.8311,36
-0.064,0.9707,-0.0464,-1.5259,-1.4038,-1.8311,36
-0.064,0.9707,-0.0464,-1.5259,-1.4038,-1.8311,36
-0.064,0.9707,-0.0464,-1.5259,-1.4038,-1.8311,36
-0.0688,0.9805,-0.0513,-3.2349,-0.9155,-2.0752,36
-0.0688,0.9805,-0.0513,-3.2349,-0.9155,-2.0752,36
-0.0688,0.9805,-0.0513,-3.2349,-0.9155,-2.0752,36
-0.0688,0.9805,-0.0513,-3.2349,-0.9155,-2.0752,36
-0.0645,0.9741,-0.0615,-1.9531,-2.0142,-2.4414,36
-0.0645,0.9741,-0.0615,-1.9531,-2.0142,-2.4414,36
-0.0645,0.9741,-0.0615,-1.9531,-2.0142,-2.4414,36
-0.0645,0.9741,-0.0615,-1.9531,-2.0142,-2.4414,36
-0.0605,0.9658,-0.0635,-0.6714,-4.3335,-1.9531,36
-0.0605,0.9658,-0.0635,-0.6714,-4.3335,-1.9531,36
-0.0605,0.9658,-0.0635,-0.6714,-4.3335,-1.9531,36
-0.0605,0.9658,-0.0635,-0.6714,-4.3335,-1.9531,36
-0.0718,0.9712,-0.0562,-0.9155,-4.1504,-1.709,36
-0.0718,0.9712,-0.0562,-0.9155,-4.1504,-1.709,36
-0.0718,0.9712,-0.0562,-0.9155,-4.1504,-1.709,36
-0.0718,0.9712,-0.0562,-0.9155,-4.1504,-1.709,36
-0.0801,0.979,-0.0493,-1.0376,-4.0894,-1.6479,36
-0.0801,0.979,-0.0493,-1.0376,-4.0894,-1.6479,36
-0.0801,0.979,-0.0493,-1.0376,-4.0894,-1.6479,36
-0.0801,0.979,-0.0493,-1.0376,-4.0894,-1.6479,36
-0.0718,0.981,-0.0493,-0.9766,-3.9673,-1.5259,36
-0.0718,0.981,-0.0493,-0.9766,-3.9673,-1.5259,36
-0.0718,0.981,-0.0493,-0.9766,-3.9673,-1.5259,36
-0.0718,0.981,-0.0493,-0.9766,-3.9673,-1.5259,36
-0.0659,0.9819,-0.0474,1.1597,-4.8218,-1.5869,36
-0.0659,0.9819,-0.0474,1.1597,-4.8218,-1.5869,36
-0.0659,0.9819,-0.0474,1.1597,-4.8218,-1.5869,36
-0.0659,0.9819,-0.0474,1.1597,-4.8218,-1.5869,36
-0.0654,0.9751,-0.0562,1.3428,-6.5308,-1.6479,36
-0.0654,0.9751,-0.0562,1.3428,-6.5308,-1.6479,36
-0.0654,0.9751,-0.0562,1.3428,-6.5308,-1.6479,36
-0.0654,0.9751,-0.0562,1.3428,-6.5308,-1.6479,36
-0.0757,0.9751,-0.0503,0.3662,-6.958,-2.1362,36
-0.0757,0.9751,-0.0503,0.3662,-6.958,-2.1362,36
-0.0757,0.9751,-0.0503,0.3662,-6.958,-2.1362,36
-0.0757,0.9751,-0.0503,0.3662,-6.958,-2.1362,36
-0.0791,0.9858,-0.0522,-1.5869,-7.2021,-3.2959,36
-0.0791,0.9858,-0.0522,-1.5869,-7.2021,-3.2959,36
-0.0791,0.9858,-0.0522,-1.5869,-7.2021,-3.2959,36
-0.0791,0.9858,-0.0522,-1.5869,-7.2021,-3.2959,36
-0.0747,0.9883,-0.0557,-2.5635,-7.7515,-4.3335,36
-0.0747,0.9883,-0.0557,-2.5635,-7.7515,-4.3335,36
-0.0747,0.9883,-0.0557,-2.5635,-7.7515,-4.3335,36
-0.0747,0.9883,-0.0557,-2.5635,-7.7515,-4.3335,36
-0.0747,0.9883,-0.0557,-2.5635,-7.7515,-4.3335,36
-0.0742,0.9937,-0.0454,-4.5776,-8.1787,-5.6152,36
-0.0742,0.9937,-0.0454,-4.5776,-8.1787,-5.6152,36
-0.0742,0.9937,-0.0454,-4.5776,-8.1787,-5.6152,36
-0.0742,0.9937,-0.0454,-4.5776,-8.1787,-5.6152,36
-0.0625,1.0005,-0.0313,-8.667,-8.2397,-7.4463,36
-0.0625,1.0005,-0.0313,-8.667,-8.2397,-7.4463,36
-0.0625,1.0005,-0.0313,-8.667,-8.2397,-7.4463,36
-0.0625,1.0005,-0.0313,-8.667,-8.2397,-7.4463,36
-0.0581,0.9976,-0.0215,-6.6528,-5.8594,-9.3384,36
-0.0581,0.9976,-0.0215,-6.6528,-5.8594,-9.3384,36
-0.0581,0.9976,-0.0215,-6.6528,-5.8594,-9.3384,36
-0.0581,0.9976,-0.0215,-6.6528,-5.8594,-9.3384,36
-0.064,0.9844,-0.0381,-0.6104,-4.5166,-10.376,36
-0.064,0.9844,-0.0381,-0.6104,-4.5166,-10.376,36
-0.064,0.9844,-0.0381,-0.6104,-4.5166,-10.376,36
-0.064,0.9844,-0.0381,-0.6104,-4.5166,-10.376,36
-0.0879,0.9771,-0.0439,1.0986,-4.4556,-10.498,36
-0.0879,0.9771,-0.0439,1.0986,-4.4556,-10.498,36
-0.0879,0.9771,-0.0439,1.0986,-4.4556,-10.498,36
-0.0879,0.9771,-0.0439,1.0986,-4.4556,-10.498,36
-0.1084,0.9761,-0.0464,1.4038,-3.9673,-10.0098,36
-0.1084,0.9761,-0.0464,1.4038,-3.9673,-10.0098,36
-0.1084,0.9761,-0.0464,1.4038,-3.9673,-10.0098,36
-0.1084,0.9761,-0.0464,1.4038,-3.9673,-10.0098,36
-0.1138,0.979,-0.0498,-0.6104,-5.0049,-9.5825,36
-0.1138,0.979,-0.0498,-0.6104,-5.0049,-9.5825,36
-0.1138,0.979,-0.0498,-0.6104,-5.0049,-9.5825,36
-0.1138,0.979,-0.0498,-0.6104,-5.0049,-9.5825,36
-0.1104,0.9849,-0.0371,-1.5259,-3.0518,-9.0332,36
-0.1104,0.9849,-0.0371,-1.5259,-3.0518,-9.0332,36
-0.1104,0.9849,-0.0371,-1.5259,-3.0518,-9.0332,36
-0.1104,0.9849,-0.0371,-1.5259,-3.0518,-9.0332,36
-0.0986,0.9746,-0.0415,-0.3052,-3.2349,-8.0566,36
-0.0986,0.9746,-0.0415,-0.3052,-3.2349,-8.0566,36
-0.0986,0.9746,-0.0415,-0.3052,-3.2349,-8.0566,36
-0.0986,0.9746,-0.0415,-0.3052,-3.2349,-8.0566,36
-0.0908,0.9595,-0.0415,1.2207,-2.3804,-6.5308,36
-0.0908,0.9595,-0.0415,1.2207,-2.3804,-6.5308,36
-0.0908,0.9595,-0.0415,1.2207,-2.3804,-6.5308,36
-0.0908,0.9595,-0.0415,1.2207,-2.3804,-6.5308,36
-0.104,0.9639,-0.0464,1.5259,-2.9297,-4.2725,36
-0.104,0.9639,-0.0464,1.5259,-2.9297,-4.2725,36
-0.104,0.9639,-0.0464,1.5259,-2.9297,-4.2725,36
-0.104,0.9639,-0.0464,1.5259,-2.9297,-4.2725,36
-0.1191,0.9766,-0.0503,1.709,-5.4932,-1.8311,36
-0.1191,0.9766,-0.0503,1.709,-5.4932,-1.8311,36
-0.1191,0.9766,-0.0503,1.709,-5.4932,-1.8311,36
-0.1191,0.9766,-0.0503,1.709,-5.4932,-1.8311,36
-0.124,0.9761,-0.0454,1.3428,-7.9346,-0.061,36
-0.124,0.9761,-0.0454,1.3428,-7.9346,-0.061,36
-0.124,0.9761,-0.0454,1.3428,-7.9346,-0.061,36
-0.124,0.9761,-0.0454,1.3428,-7.9346,-0.061,36
-0.1206,0.9678,-0.0391,2.1362,-8.728,0.8545,36
-0.1206,0.9678,-0.0391,2.1362,-8.728,0.8545,36
-0.1206,0.9678,-0.0391,2.1362,-8.728,0.8545,36
-0.1206,0.9678,-0.0391,2.1362,-8.728,0.8545,36
